first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_4
2019-02-14 09:32:30+00:00;2019-02-14 09:33:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 09:32:30+0000', tz='UTC'), Timestamp('2019-02-14 09:33:30+0000', tz='UTC'), None);1;0
2019-02-14 09:42:30+00:00;2019-02-14 09:43:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 09:42:30+0000', tz='UTC'), Timestamp('2019-02-14 09:43:30+0000', tz='UTC'), None);1;0
2019-02-14 09:46:00+00:00;2019-02-14 09:48:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 09:46:00+0000', tz='UTC'), Timestamp('2019-02-14 09:48:00+0000', tz='UTC'), None);1;2
2019-02-14 09:55:30+00:00;2019-02-14 09:57:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 09:55:30+0000', tz='UTC'), Timestamp('2019-02-14 09:57:30+0000', tz='UTC'), None);1;2
2019-02-14 10:03:00+00:00;2019-02-14 10:04:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 10:03:00+0000', tz='UTC'), Timestamp('2019-02-14 10:04:00+0000', tz='UTC'), None);1;0
2019-02-14 10:06:30+00:00;2019-02-14 10:08:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 10:06:30+0000', tz='UTC'), Timestamp('2019-02-14 10:08:30+0000', tz='UTC'), None);1;2
2019-02-14 10:15:30+00:00;2019-02-14 10:24:30+00:00;0 days 00:09:00;slice(Timestamp('2019-02-14 10:15:30+0000', tz='UTC'), Timestamp('2019-02-14 10:24:30+0000', tz='UTC'), None);0;1
2019-02-14 10:28:00+00:00;2019-02-14 10:32:00+00:00;0 days 00:04:00;slice(Timestamp('2019-02-14 10:28:00+0000', tz='UTC'), Timestamp('2019-02-14 10:32:00+0000', tz='UTC'), None);0;1
2019-02-14 10:41:00+00:00;2019-02-14 10:43:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 10:41:00+0000', tz='UTC'), Timestamp('2019-02-14 10:43:00+0000', tz='UTC'), None);1;2
2019-02-14 10:45:30+00:00;2019-02-14 10:46:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 10:45:30+0000', tz='UTC'), Timestamp('2019-02-14 10:46:30+0000', tz='UTC'), None);1;0
2019-02-14 10:51:30+00:00;2019-02-14 10:54:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 10:51:30+0000', tz='UTC'), Timestamp('2019-02-14 10:54:00+0000', tz='UTC'), None);1;2
2019-02-14 11:02:00+00:00;2019-02-14 11:03:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 11:02:00+0000', tz='UTC'), Timestamp('2019-02-14 11:03:30+0000', tz='UTC'), None);1;2
2019-02-14 11:08:30+00:00;2019-02-14 11:10:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 11:08:30+0000', tz='UTC'), Timestamp('2019-02-14 11:10:30+0000', tz='UTC'), None);1;2
2019-02-14 11:20:00+00:00;2019-02-14 11:22:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 11:20:00+0000', tz='UTC'), Timestamp('2019-02-14 11:22:00+0000', tz='UTC'), None);1;2
2019-02-14 11:27:00+00:00;2019-02-14 11:43:00+00:00;0 days 00:16:00;slice(Timestamp('2019-02-14 11:27:00+0000', tz='UTC'), Timestamp('2019-02-14 11:43:00+0000', tz='UTC'), None);0;1
2019-02-14 11:46:00+00:00;2019-02-14 11:47:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 11:46:00+0000', tz='UTC'), Timestamp('2019-02-14 11:47:00+0000', tz='UTC'), None);1;0
2019-02-14 11:49:30+00:00;2019-02-14 11:53:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-14 11:49:30+0000', tz='UTC'), Timestamp('2019-02-14 11:53:00+0000', tz='UTC'), None);1;1
2019-02-14 12:01:30+00:00;2019-02-14 12:04:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 12:01:30+0000', tz='UTC'), Timestamp('2019-02-14 12:04:00+0000', tz='UTC'), None);1;2
2019-02-14 12:13:00+00:00;2019-02-14 12:14:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 12:13:00+0000', tz='UTC'), Timestamp('2019-02-14 12:14:00+0000', tz='UTC'), None);1;0
2019-02-14 12:20:30+00:00;2019-02-14 12:24:00+00:00;0 days 00:03:30;slice(Timestamp('2019-02-14 12:20:30+0000', tz='UTC'), Timestamp('2019-02-14 12:24:00+0000', tz='UTC'), None);1;1
2019-02-14 12:31:00+00:00;2019-02-14 12:32:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 12:31:00+0000', tz='UTC'), Timestamp('2019-02-14 12:32:30+0000', tz='UTC'), None);1;2
2019-02-14 12:35:00+00:00;2019-02-14 12:46:30+00:00;0 days 00:11:30;slice(Timestamp('2019-02-14 12:35:00+0000', tz='UTC'), Timestamp('2019-02-14 12:46:30+0000', tz='UTC'), None);0;1
2019-02-14 12:52:00+00:00;2019-02-14 12:53:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 12:52:00+0000', tz='UTC'), Timestamp('2019-02-14 12:53:30+0000', tz='UTC'), None);1;2
2019-02-14 12:57:30+00:00;2019-02-14 13:00:30+00:00;0 days 00:03:00;slice(Timestamp('2019-02-14 12:57:30+0000', tz='UTC'), Timestamp('2019-02-14 13:00:30+0000', tz='UTC'), None);1;2
2019-02-14 13:07:00+00:00;2019-02-15 01:40:00+00:00;0 days 12:33:00;slice(Timestamp('2019-02-14 13:07:00+0000', tz='UTC'), Timestamp('2019-02-15 01:40:00+0000', tz='UTC'), None);0;3
2019-02-15 01:45:00+00:00;2019-02-15 01:59:30+00:00;0 days 00:14:30;slice(Timestamp('2019-02-15 01:45:00+0000', tz='UTC'), Timestamp('2019-02-15 01:59:30+0000', tz='UTC'), None);0;1
